annot_gene_id,Known,Antisense,Intergenic
ENSMUSG00000097764.1,7.0,0.0,0.0
ENSMUSG00000097767.8,3.0,0.0,0.0
ENSMUSG00000097768.2,106.0,0.0,0.0
ENSMUSG00000097772.7,16.0,0.0,0.0
ENSMUSG00000097773.1,4.0,0.0,0.0
ENSMUSG00000097777.7,7.0,0.0,0.0
ENSMUSG00000097781.1,3.0,0.0,0.0
ENSMUSG00000097784.1,1.0,0.0,0.0
ENSMUSG00000097785.2,18.0,0.0,0.0
ENSMUSG00000097786.3,1.0,0.0,0.0
ENSMUSG00000097787.2,6.0,0.0,0.0
ENSMUSG00000097788.2,2.0,0.0,0.0
ENSMUSG00000097789.2,280.0,0.0,0.0
ENSMUSG00000097791.1,4.0,0.0,0.0
ENSMUSG00000097792.2,1.0,0.0,0.0
ENSMUSG00000097793.1,1.0,0.0,0.0
ENSMUSG00000097797.6,1.0,0.0,0.0
ENSMUSG00000097799.1,1.0,0.0,0.0
ENSMUSG00000097800.1,1.0,0.0,0.0
ENSMUSG00000097801.1,1.0,0.0,0.0
ENSMUSG00000097804.1,1.0,0.0,0.0
ENSMUSG00000097806.3,4.0,0.0,0.0
ENSMUSG00000097811.1,32.0,0.0,0.0
ENSMUSG00000097815.1,3.0,0.0,0.0
ENSMUSG00000097816.1,22.0,0.0,0.0
ENSMUSG00000097820.3,18.0,0.0,0.0
ENSMUSG00000097821.1,35.0,0.0,0.0
ENSMUSG00000097827.1,4.0,0.0,0.0
ENSMUSG00000097831.1,1.0,0.0,0.0
ENSMUSG00000097834.2,1.0,0.0,0.0
ENSMUSG00000097835.1,1.0,0.0,0.0
ENSMUSG00000097836.1,1.0,0.0,0.0
ENSMUSG00000097838.1,1.0,0.0,0.0
ENSMUSG00000097839.1,14.0,0.0,0.0
ENSMUSG00000097847.1,3.0,0.0,0.0
ENSMUSG00000097848.2,4.0,0.0,0.0
ENSMUSG00000097852.5,2.0,0.0,0.0
ENSMUSG00000097855.8,7.0,0.0,0.0
ENSMUSG00000097858.2,1.0,0.0,0.0
ENSMUSG00000097860.1,7.0,0.0,0.0
ENSMUSG00000097861.1,3.0,0.0,0.0
ENSMUSG00000097863.1,1.0,0.0,0.0
ENSMUSG00000097867.1,18.0,0.0,0.0
ENSMUSG00000097868.1,18.0,0.0,0.0
ENSMUSG00000097875.2,1.0,0.0,0.0
ENSMUSG00000097876.1,3.0,0.0,0.0
ENSMUSG00000097882.2,9.0,0.0,0.0
ENSMUSG00000097885.7,2.0,0.0,0.0
ENSMUSG00000097887.2,17.0,0.0,0.0
ENSMUSG00000097888.2,1.0,0.0,0.0
ENSMUSG00000097889.1,6.0,0.0,0.0
ENSMUSG00000097890.2,2.0,0.0,0.0
ENSMUSG00000097891.1,6.0,0.0,0.0
ENSMUSG00000097892.2,6.0,0.0,0.0
ENSMUSG00000097893.8,322.0,0.0,0.0
ENSMUSG00000097902.2,6.0,0.0,0.0
ENSMUSG00000097903.2,8.0,0.0,0.0
ENSMUSG00000097904.1,2.0,0.0,0.0
ENSMUSG00000097906.1,8.0,0.0,0.0
ENSMUSG00000097908.7,89.0,0.0,0.0
ENSMUSG00000097913.1,1.0,0.0,0.0
ENSMUSG00000097914.1,2.0,0.0,0.0
ENSMUSG00000097915.2,2.0,0.0,0.0
ENSMUSG00000097917.2,1.0,0.0,0.0
ENSMUSG00000097918.1,2.0,0.0,0.0
ENSMUSG00000097919.1,7.0,0.0,0.0
ENSMUSG00000097924.2,1.0,0.0,0.0
ENSMUSG00000097928.1,3.0,0.0,0.0
ENSMUSG00000097930.2,4.0,0.0,0.0
ENSMUSG00000097942.1,1.0,0.0,0.0
ENSMUSG00000097944.1,7.0,0.0,0.0
ENSMUSG00000097948.1,1.0,0.0,0.0
ENSMUSG00000097953.1,3.0,0.0,0.0
ENSMUSG00000097960.1,6.0,0.0,0.0
ENSMUSG00000097971.3,707.0,0.0,0.0
ENSMUSG00000097990.1,2.0,0.0,0.0
ENSMUSG00000097992.1,2.0,0.0,0.0
ENSMUSG00000097993.7,22.0,0.0,0.0
ENSMUSG00000097994.1,12.0,0.0,0.0
ENSMUSG00000098004.1,10.0,0.0,0.0
ENSMUSG00000098022.7,28.0,0.0,0.0
ENSMUSG00000098024.1,1.0,0.0,0.0
ENSMUSG00000098041.1,6.0,0.0,0.0
ENSMUSG00000098043.1,3.0,0.0,0.0
ENSMUSG00000098055.1,8.0,0.0,0.0
ENSMUSG00000098066.2,36.0,0.0,0.0
ENSMUSG00000098067.1,3.0,0.0,0.0
ENSMUSG00000098072.1,3.0,0.0,0.0
ENSMUSG00000098076.1,1.0,0.0,0.0
ENSMUSG00000098088.1,11.0,0.0,0.0
ENSMUSG00000098090.8,39.0,0.0,0.0
ENSMUSG00000098093.2,2.0,0.0,0.0
ENSMUSG00000098098.7,49.0,0.0,0.0
ENSMUSG00000098101.1,13.0,0.0,0.0
ENSMUSG00000098104.1,2.0,0.0,0.0
ENSMUSG00000098112.7,1.0,0.0,0.0
ENSMUSG00000098120.1,39.0,0.0,0.0
ENSMUSG00000098123.1,1.0,0.0,0.0
ENSMUSG00000098134.1,22.0,0.0,0.0
ENSMUSG00000098145.1,2.0,0.0,0.0
ENSMUSG00000098146.1,1.0,0.0,0.0
ENSMUSG00000098155.1,1.0,0.0,0.0
ENSMUSG00000098158.2,1.0,0.0,0.0
ENSMUSG00000098176.2,63.0,0.0,0.0
ENSMUSG00000098178.1,1127.0,0.0,0.0
ENSMUSG00000098188.1,93.0,0.0,0.0
ENSMUSG00000098197.2,41.0,0.0,0.0
ENSMUSG00000098198.1,2.0,0.0,0.0
ENSMUSG00000098221.1,1.0,0.0,0.0
ENSMUSG00000098230.7,4.0,0.0,0.0
ENSMUSG00000098234.7,63.0,0.0,0.0
ENSMUSG00000098243.3,1.0,0.0,0.0
ENSMUSG00000098253.1,2.0,0.0,0.0
ENSMUSG00000098262.1,40.0,0.0,0.0
ENSMUSG00000098265.1,1.0,0.0,0.0
ENSMUSG00000098268.1,1.0,0.0,0.0
ENSMUSG00000098274.7,2076.0,0.0,0.0
ENSMUSG00000098285.1,3.0,0.0,0.0
ENSMUSG00000098293.1,2.0,0.0,0.0
ENSMUSG00000098298.1,1.0,0.0,0.0
ENSMUSG00000098302.1,50.0,0.0,0.0
ENSMUSG00000098318.7,82.0,0.0,0.0
ENSMUSG00000098331.1,1.0,0.0,0.0
ENSMUSG00000098332.2,44.0,0.0,0.0
ENSMUSG00000098346.1,2.0,0.0,0.0
ENSMUSG00000098363.1,1.0,0.0,0.0
ENSMUSG00000098369.6,25.0,0.0,0.0
ENSMUSG00000098371.1,85.0,0.0,0.0
ENSMUSG00000098374.1,238.0,0.0,0.0
ENSMUSG00000098381.1,1.0,0.0,0.0
ENSMUSG00000098385.1,1.0,0.0,0.0
ENSMUSG00000098387.2,5.0,0.0,0.0
ENSMUSG00000098410.1,5.0,0.0,0.0
ENSMUSG00000098412.1,1.0,0.0,0.0
ENSMUSG00000098415.1,1.0,0.0,0.0
ENSMUSG00000098419.1,1.0,0.0,0.0
ENSMUSG00000098428.6,40.0,0.0,0.0
ENSMUSG00000098431.1,8.0,0.0,0.0
ENSMUSG00000098433.1,1.0,0.0,0.0
ENSMUSG00000098443.1,5.0,0.0,0.0
ENSMUSG00000098447.2,1.0,0.0,0.0
ENSMUSG00000098449.1,1.0,0.0,0.0
ENSMUSG00000098457.1,59.0,0.0,0.0
ENSMUSG00000098462.1,36.0,0.0,0.0
ENSMUSG00000098482.1,1.0,0.0,0.0
ENSMUSG00000098483.1,1.0,0.0,0.0
ENSMUSG00000098488.7,12.0,0.0,0.0
ENSMUSG00000098494.1,2.0,0.0,0.0
ENSMUSG00000098519.1,3.0,0.0,0.0
ENSMUSG00000098530.1,4.0,0.0,0.0
ENSMUSG00000098541.1,1.0,0.0,0.0
ENSMUSG00000098543.1,45.0,0.0,0.0
ENSMUSG00000098550.1,1.0,0.0,0.0
ENSMUSG00000098553.1,2.0,0.0,0.0
ENSMUSG00000098557.1,4.0,0.0,0.0
ENSMUSG00000098559.1,1.0,0.0,0.0
ENSMUSG00000098572.1,1.0,0.0,0.0
ENSMUSG00000098573.1,1.0,0.0,0.0
ENSMUSG00000098588.1,1.0,0.0,0.0
ENSMUSG00000098600.1,1.0,0.0,0.0
ENSMUSG00000098609.1,5.0,0.0,0.0
ENSMUSG00000098623.1,14.0,0.0,0.0
ENSMUSG00000098626.1,5.0,0.0,0.0
ENSMUSG00000098635.1,2.0,0.0,0.0
ENSMUSG00000098646.1,1.0,0.0,0.0
ENSMUSG00000098650.1,308.0,0.0,0.0
ENSMUSG00000098661.1,20.0,0.0,0.0
ENSMUSG00000098678.1,2.0,0.0,0.0
ENSMUSG00000098679.1,1.0,0.0,0.0
ENSMUSG00000098692.1,3.0,0.0,0.0
ENSMUSG00000098702.1,37.0,0.0,0.0
ENSMUSG00000098708.7,1.0,0.0,0.0
ENSMUSG00000098714.1,1.0,0.0,0.0
ENSMUSG00000098716.1,1.0,0.0,0.0
ENSMUSG00000098729.1,1.0,0.0,0.0
ENSMUSG00000098735.1,1.0,0.0,0.0
ENSMUSG00000098749.1,3.0,0.0,0.0
ENSMUSG00000098751.1,2.0,0.0,0.0
ENSMUSG00000098754.7,11.0,0.0,0.0
ENSMUSG00000098761.1,15.0,0.0,0.0
ENSMUSG00000098762.1,1.0,0.0,0.0
ENSMUSG00000098781.1,1.0,0.0,0.0
ENSMUSG00000098783.1,1.0,0.0,0.0
ENSMUSG00000098788.1,1.0,0.0,0.0
ENSMUSG00000098789.7,60.0,0.0,0.0
ENSMUSG00000098790.1,1.0,0.0,0.0
ENSMUSG00000098794.1,6.0,0.0,0.0
ENSMUSG00000098800.1,7.0,0.0,0.0
ENSMUSG00000098812.1,1.0,0.0,0.0
ENSMUSG00000098829.1,1.0,0.0,0.0
ENSMUSG00000098837.1,2.0,0.0,0.0
ENSMUSG00000098839.1,1.0,0.0,0.0
ENSMUSG00000098843.1,1.0,0.0,0.0
ENSMUSG00000098850.1,4.0,0.0,0.0
ENSMUSG00000098859.1,3.0,0.0,0.0
ENSMUSG00000098873.1,3.0,0.0,0.0
ENSMUSG00000098886.1,4.0,0.0,0.0
ENSMUSG00000098889.1,1.0,0.0,0.0
ENSMUSG00000098893.1,3.0,0.0,0.0
ENSMUSG00000098900.2,3.0,0.0,0.0
ENSMUSG00000098905.2,5.0,0.0,0.0
ENSMUSG00000098906.1,19.0,0.0,0.0
ENSMUSG00000098908.1,7.0,0.0,0.0
ENSMUSG00000098912.7,167.0,0.0,0.0
ENSMUSG00000098914.1,1.0,0.0,0.0
ENSMUSG00000098917.1,1.0,0.0,0.0
ENSMUSG00000098919.1,3.0,0.0,0.0
ENSMUSG00000098923.1,209.0,0.0,0.0
ENSMUSG00000098928.1,1.0,0.0,0.0
ENSMUSG00000098931.1,3.0,0.0,0.0
ENSMUSG00000098943.1,3.0,0.0,0.0
ENSMUSG00000098948.1,2.0,0.0,0.0
ENSMUSG00000098950.7,98.0,0.0,0.0
ENSMUSG00000098967.1,3.0,0.0,0.0
ENSMUSG00000098973.1,1.0,0.0,0.0
ENSMUSG00000098974.1,30.0,0.0,0.0
ENSMUSG00000098975.7,6.0,0.0,0.0
ENSMUSG00000098986.1,1156.0,0.0,0.0
ENSMUSG00000098994.1,1.0,0.0,0.0
ENSMUSG00000099009.1,2.0,0.0,0.0
ENSMUSG00000099021.1,2.0,0.0,0.0
ENSMUSG00000099031.1,1.0,0.0,0.0
ENSMUSG00000099034.7,5.0,0.0,0.0
ENSMUSG00000099041.1,2.0,0.0,0.0
ENSMUSG00000099045.1,1.0,0.0,0.0
ENSMUSG00000099047.1,1.0,0.0,0.0
ENSMUSG00000099051.1,53.0,0.0,0.0
ENSMUSG00000099058.1,2.0,0.0,0.0
ENSMUSG00000099068.1,9.0,0.0,0.0
ENSMUSG00000099072.1,2.0,0.0,0.0
ENSMUSG00000099082.1,1.0,0.0,0.0
ENSMUSG00000099083.7,149.0,0.0,0.0
ENSMUSG00000099094.1,2.0,0.0,0.0
ENSMUSG00000099098.4,1.0,0.0,0.0
ENSMUSG00000099099.1,1.0,0.0,0.0
ENSMUSG00000099101.1,1.0,0.0,0.0
ENSMUSG00000099106.1,1.0,0.0,0.0
ENSMUSG00000099117.1,1.0,0.0,0.0
ENSMUSG00000099127.1,1.0,0.0,0.0
ENSMUSG00000099137.1,4.0,0.0,0.0
ENSMUSG00000099139.1,1.0,0.0,0.0
ENSMUSG00000099143.1,72.0,0.0,0.0
ENSMUSG00000099145.1,1.0,0.0,0.0
ENSMUSG00000099148.1,1.0,0.0,0.0
ENSMUSG00000099155.1,1.0,0.0,0.0
ENSMUSG00000099157.1,3.0,0.0,0.0
ENSMUSG00000099174.1,1.0,0.0,0.0
ENSMUSG00000099190.1,32.0,0.0,0.0
ENSMUSG00000099196.1,2.0,0.0,0.0
ENSMUSG00000099206.1,8.0,0.0,0.0
ENSMUSG00000099219.1,1.0,0.0,0.0
ENSMUSG00000099226.1,3.0,0.0,0.0
ENSMUSG00000099230.1,1.0,0.0,0.0
ENSMUSG00000099248.1,3.0,0.0,0.0
ENSMUSG00000099254.1,1.0,0.0,0.0
ENSMUSG00000099268.1,1.0,0.0,0.0
ENSMUSG00000099284.1,1.0,0.0,0.0
ENSMUSG00000099291.1,1.0,0.0,0.0
ENSMUSG00000099292.1,2.0,0.0,0.0
ENSMUSG00000099312.1,39.0,0.0,0.0
ENSMUSG00000099329.2,2.0,0.0,0.0
ENSMUSG00000099338.1,12.0,0.0,0.0
ENSMUSG00000099364.1,37.0,0.0,0.0
ENSMUSG00000099373.1,3.0,0.0,0.0
ENSMUSG00000099397.1,14.0,0.0,0.0
ENSMUSG00000099401.1,5.0,0.0,0.0
ENSMUSG00000099413.1,1.0,0.0,0.0
ENSMUSG00000099419.1,6.0,0.0,0.0
ENSMUSG00000099423.1,7.0,0.0,0.0
ENSMUSG00000099428.1,8.0,0.0,0.0
ENSMUSG00000099429.1,1.0,0.0,0.0
ENSMUSG00000099449.1,3.0,0.0,0.0
ENSMUSG00000099470.1,2.0,0.0,0.0
ENSMUSG00000099471.1,33.0,0.0,0.0
ENSMUSG00000099478.1,6.0,0.0,0.0
ENSMUSG00000099481.6,69.0,0.0,0.0
ENSMUSG00000099510.2,4.0,0.0,0.0
ENSMUSG00000099517.2,1.0,0.0,0.0
ENSMUSG00000099519.1,20.0,0.0,0.0
ENSMUSG00000099569.1,2.0,0.0,0.0
ENSMUSG00000099571.1,1.0,0.0,0.0
ENSMUSG00000099610.1,2.0,0.0,0.0
ENSMUSG00000099632.1,6.0,0.0,0.0
ENSMUSG00000099647.1,19.0,0.0,0.0
ENSMUSG00000099655.2,2.0,0.0,0.0
ENSMUSG00000099669.1,1.0,0.0,0.0
ENSMUSG00000099681.1,78.0,0.0,0.0
ENSMUSG00000099686.1,1.0,0.0,0.0
ENSMUSG00000099689.6,13.0,0.0,0.0
ENSMUSG00000099706.1,7.0,0.0,0.0
ENSMUSG00000099707.6,28.0,0.0,0.0
ENSMUSG00000099708.1,1.0,0.0,0.0
ENSMUSG00000099718.1,5.0,0.0,0.0
ENSMUSG00000099719.1,1.0,0.0,0.0
ENSMUSG00000099724.2,1.0,0.0,0.0
ENSMUSG00000099764.1,8.0,0.0,0.0
ENSMUSG00000099771.1,4.0,0.0,0.0
ENSMUSG00000099801.1,1.0,0.0,0.0
ENSMUSG00000099803.1,1.0,0.0,0.0
ENSMUSG00000099812.1,1.0,0.0,0.0
ENSMUSG00000099827.1,1.0,0.0,0.0
ENSMUSG00000099835.1,1.0,0.0,0.0
ENSMUSG00000099843.1,6.0,0.0,0.0
ENSMUSG00000099851.1,5.0,0.0,0.0
ENSMUSG00000099869.6,16.0,0.0,0.0
ENSMUSG00000099874.1,9.0,0.0,0.0
ENSMUSG00000099879.1,1.0,0.0,0.0
ENSMUSG00000099881.1,33.0,0.0,0.0
ENSMUSG00000099891.1,2.0,0.0,0.0
ENSMUSG00000099902.1,10.0,0.0,0.0
ENSMUSG00000099906.2,242.0,0.0,0.0
ENSMUSG00000099907.1,2.0,0.0,0.0
ENSMUSG00000099908.1,14.0,0.0,0.0
ENSMUSG00000099913.1,62.0,0.0,0.0
ENSMUSG00000099927.1,34.0,0.0,0.0
ENSMUSG00000099931.1,2.0,0.0,0.0
ENSMUSG00000099936.1,1.0,0.0,0.0
ENSMUSG00000099950.1,1.0,0.0,0.0
ENSMUSG00000099957.3,1.0,0.0,0.0
ENSMUSG00000099964.6,1.0,0.0,0.0
ENSMUSG00000099966.1,17.0,0.0,0.0
ENSMUSG00000099968.7,1.0,0.0,0.0
ENSMUSG00000099988.7,4.0,0.0,0.0
ENSMUSG00000100001.1,1.0,0.0,0.0
ENSMUSG00000100002.2,5.0,0.0,0.0
ENSMUSG00000100009.6,112.0,0.0,0.0
ENSMUSG00000100017.2,14.0,0.0,0.0
ENSMUSG00000100022.2,1.0,0.0,0.0
ENSMUSG00000100037.1,3.0,0.0,0.0
ENSMUSG00000100039.1,1.0,0.0,0.0
ENSMUSG00000100053.1,2.0,0.0,0.0
ENSMUSG00000100084.2,3.0,0.0,0.0
ENSMUSG00000100094.1,1.0,0.0,0.0
ENSMUSG00000100104.1,1.0,0.0,0.0
ENSMUSG00000100113.1,3.0,0.0,0.0
ENSMUSG00000100119.1,1.0,0.0,0.0
ENSMUSG00000100120.1,1.0,0.0,0.0
ENSMUSG00000100130.1,23.0,0.0,0.0
ENSMUSG00000100153.2,36.0,0.0,0.0
ENSMUSG00000100162.2,47.0,0.0,0.0
ENSMUSG00000100164.1,22.0,0.0,0.0
ENSMUSG00000100176.1,2.0,0.0,0.0
ENSMUSG00000100199.1,1.0,0.0,0.0
ENSMUSG00000100210.2,1.0,0.0,0.0
ENSMUSG00000100215.1,3.0,0.0,0.0
ENSMUSG00000100228.1,1.0,0.0,0.0
ENSMUSG00000100235.8,7.0,0.0,0.0
ENSMUSG00000100269.1,1.0,0.0,0.0
ENSMUSG00000100291.6,1.0,0.0,0.0
ENSMUSG00000100301.6,2.0,0.0,0.0
ENSMUSG00000100303.3,2.0,0.0,0.0
ENSMUSG00000100309.1,1.0,0.0,0.0
ENSMUSG00000100315.6,2.0,0.0,0.0
ENSMUSG00000100320.1,63.0,0.0,0.0
ENSMUSG00000100393.1,4.0,0.0,0.0
ENSMUSG00000100396.1,1.0,0.0,0.0
ENSMUSG00000100410.1,4.0,0.0,0.0
ENSMUSG00000100417.2,2.0,0.0,0.0
ENSMUSG00000100436.1,1.0,0.0,0.0
ENSMUSG00000100455.1,24.0,0.0,0.0
ENSMUSG00000100480.1,1.0,0.0,0.0
ENSMUSG00000100522.1,1.0,0.0,0.0
ENSMUSG00000100546.1,3.0,0.0,0.0
ENSMUSG00000100548.1,9.0,0.0,0.0
ENSMUSG00000100550.2,16.0,0.0,0.0
ENSMUSG00000100558.1,1.0,0.0,0.0
ENSMUSG00000100572.1,17.0,0.0,0.0
ENSMUSG00000100585.1,1.0,0.0,0.0
ENSMUSG00000100594.1,7.0,0.0,0.0
ENSMUSG00000100596.1,1.0,0.0,0.0
ENSMUSG00000100599.2,58.0,0.0,0.0
ENSMUSG00000100605.1,1.0,0.0,0.0
ENSMUSG00000100621.2,1.0,0.0,0.0
ENSMUSG00000100629.1,2.0,0.0,0.0
ENSMUSG00000100632.1,9.0,0.0,0.0
ENSMUSG00000100658.1,3.0,0.0,0.0
ENSMUSG00000100679.1,38.0,0.0,0.0
ENSMUSG00000100680.1,7.0,0.0,0.0
ENSMUSG00000100691.1,52.0,0.0,0.0
ENSMUSG00000100701.1,3.0,0.0,0.0
ENSMUSG00000100706.6,15.0,0.0,0.0
ENSMUSG00000100707.1,1.0,0.0,0.0
ENSMUSG00000100717.6,1.0,0.0,0.0
ENSMUSG00000100720.1,1.0,0.0,0.0
ENSMUSG00000100747.4,2.0,0.0,0.0
ENSMUSG00000100755.1,1658.0,0.0,0.0
ENSMUSG00000100770.1,788.0,0.0,0.0
ENSMUSG00000100779.1,11.0,0.0,0.0
ENSMUSG00000100781.1,3.0,0.0,0.0
ENSMUSG00000100798.1,29.0,0.0,0.0
ENSMUSG00000100801.1,112790.0,0.0,0.0
ENSMUSG00000100811.1,1.0,0.0,0.0
ENSMUSG00000100816.1,4.0,0.0,0.0
ENSMUSG00000100826.6,116.0,0.0,0.0
ENSMUSG00000100860.1,23.0,0.0,0.0
ENSMUSG00000100862.1,95.0,0.0,0.0
ENSMUSG00000100863.1,7.0,0.0,0.0
ENSMUSG00000100865.2,8.0,0.0,0.0
ENSMUSG00000100876.1,4.0,0.0,0.0
ENSMUSG00000100911.2,1.0,0.0,0.0
ENSMUSG00000100916.3,1.0,0.0,0.0
ENSMUSG00000100954.4,198.0,0.0,0.0
ENSMUSG00000100955.1,1.0,0.0,0.0
ENSMUSG00000100962.3,1.0,0.0,0.0
ENSMUSG00000100967.1,12.0,0.0,0.0
ENSMUSG00000100975.2,26.0,0.0,0.0
ENSMUSG00000100980.1,5.0,0.0,0.0
ENSMUSG00000101013.1,20.0,0.0,0.0
ENSMUSG00000101028.1,1.0,0.0,0.0
ENSMUSG00000101037.1,4.0,0.0,0.0
ENSMUSG00000101086.2,1.0,0.0,0.0
ENSMUSG00000101102.1,17.0,0.0,0.0
ENSMUSG00000101104.6,3.0,0.0,0.0
ENSMUSG00000101111.1,107.0,0.0,0.0
ENSMUSG00000101122.1,2.0,0.0,0.0
ENSMUSG00000101140.1,3.0,0.0,0.0
ENSMUSG00000101152.1,21.0,0.0,0.0
ENSMUSG00000101156.1,5.0,0.0,0.0
ENSMUSG00000101163.1,1.0,0.0,0.0
ENSMUSG00000101166.6,31.0,0.0,0.0
ENSMUSG00000101167.1,2.0,0.0,0.0
ENSMUSG00000101168.1,5.0,0.0,0.0
ENSMUSG00000101188.1,617.0,0.0,0.0
ENSMUSG00000101191.6,6.0,0.0,0.0
ENSMUSG00000101211.1,3.0,0.0,0.0
ENSMUSG00000101214.1,2.0,0.0,0.0
ENSMUSG00000101225.1,31.0,0.0,0.0
ENSMUSG00000101249.1,87.0,0.0,0.0
ENSMUSG00000101257.1,1.0,0.0,0.0
ENSMUSG00000101258.1,4.0,0.0,0.0
ENSMUSG00000101298.1,4.0,0.0,0.0
ENSMUSG00000101304.1,11.0,0.0,0.0
ENSMUSG00000101308.1,5.0,0.0,0.0
ENSMUSG00000101316.1,4.0,0.0,0.0
ENSMUSG00000101320.1,7.0,0.0,0.0
ENSMUSG00000101328.1,1.0,0.0,0.0
ENSMUSG00000101334.1,8.0,0.0,0.0
ENSMUSG00000101344.1,8.0,0.0,0.0
ENSMUSG00000101348.6,1.0,0.0,0.0
ENSMUSG00000101355.1,3.0,0.0,0.0
ENSMUSG00000101356.1,4.0,0.0,0.0
ENSMUSG00000101378.1,1.0,0.0,0.0
ENSMUSG00000101397.6,1.0,0.0,0.0
ENSMUSG00000101431.1,5.0,0.0,0.0
ENSMUSG00000101438.2,5.0,0.0,0.0
ENSMUSG00000101476.1,1.0,0.0,0.0
ENSMUSG00000101482.1,1.0,0.0,0.0
ENSMUSG00000101493.1,7.0,0.0,0.0
ENSMUSG00000101503.1,4.0,0.0,0.0
ENSMUSG00000101517.6,1.0,0.0,0.0
ENSMUSG00000101523.1,11.0,0.0,0.0
ENSMUSG00000101535.1,37.0,0.0,0.0
ENSMUSG00000101549.1,6.0,0.0,0.0
ENSMUSG00000101559.1,3.0,0.0,0.0
ENSMUSG00000101581.6,1.0,0.0,0.0
ENSMUSG00000101583.1,1.0,0.0,0.0
ENSMUSG00000101585.6,62.0,0.0,0.0
ENSMUSG00000101595.1,3.0,0.0,0.0
ENSMUSG00000101599.1,3.0,0.0,0.0
ENSMUSG00000101603.1,1.0,0.0,0.0
ENSMUSG00000101608.1,2.0,0.0,0.0
ENSMUSG00000101609.2,9.0,0.0,0.0
ENSMUSG00000101613.1,1.0,0.0,0.0
ENSMUSG00000101622.1,1.0,0.0,0.0
ENSMUSG00000101628.1,3.0,0.0,0.0
ENSMUSG00000101636.1,1.0,0.0,0.0
ENSMUSG00000101640.1,198.0,0.0,0.0
ENSMUSG00000101641.1,1.0,0.0,0.0
ENSMUSG00000101645.1,134.0,0.0,0.0
ENSMUSG00000101655.1,13.0,0.0,0.0
ENSMUSG00000101656.1,1.0,0.0,0.0
ENSMUSG00000101660.1,5.0,0.0,0.0
ENSMUSG00000101674.6,1.0,0.0,0.0
ENSMUSG00000101678.3,153.0,0.0,0.0
ENSMUSG00000101695.1,15.0,0.0,0.0
ENSMUSG00000101698.1,4.0,0.0,0.0
ENSMUSG00000101711.1,1.0,0.0,0.0
ENSMUSG00000101741.1,2.0,0.0,0.0
ENSMUSG00000101746.1,45.0,0.0,0.0
ENSMUSG00000101768.1,2.0,0.0,0.0
ENSMUSG00000101780.1,3.0,0.0,0.0
ENSMUSG00000101795.2,1.0,0.0,0.0
ENSMUSG00000101798.1,1.0,0.0,0.0
ENSMUSG00000101799.1,10.0,0.0,0.0
ENSMUSG00000101832.1,3.0,0.0,0.0
ENSMUSG00000101841.1,1.0,0.0,0.0
ENSMUSG00000101843.1,1.0,0.0,0.0
ENSMUSG00000101845.1,27.0,0.0,0.0
ENSMUSG00000101849.1,1.0,0.0,0.0
ENSMUSG00000101856.1,4.0,0.0,0.0
ENSMUSG00000101872.1,40.0,0.0,0.0
ENSMUSG00000101878.1,119.0,0.0,0.0
ENSMUSG00000101890.1,1.0,0.0,0.0
ENSMUSG00000101892.1,629.0,0.0,0.0
ENSMUSG00000101895.1,1.0,0.0,0.0
ENSMUSG00000101904.1,1.0,0.0,0.0
ENSMUSG00000101905.1,1.0,0.0,0.0
ENSMUSG00000101925.1,1.0,0.0,0.0
ENSMUSG00000101930.1,3.0,0.0,0.0
ENSMUSG00000101932.1,1.0,0.0,0.0
ENSMUSG00000101939.1,9.0,0.0,0.0
ENSMUSG00000101942.1,4.0,0.0,0.0
ENSMUSG00000101952.1,10.0,0.0,0.0
ENSMUSG00000101969.2,5.0,0.0,0.0
ENSMUSG00000101970.6,31.0,0.0,0.0
ENSMUSG00000101995.1,79.0,0.0,0.0
ENSMUSG00000102009.6,56.0,0.0,0.0
ENSMUSG00000102013.1,1.0,0.0,0.0
ENSMUSG00000102014.1,6.0,0.0,0.0
ENSMUSG00000102018.8,13.0,0.0,0.0
ENSMUSG00000102038.1,2.0,0.0,0.0
ENSMUSG00000102046.1,1.0,0.0,0.0
ENSMUSG00000102047.1,1.0,0.0,0.0
ENSMUSG00000102049.1,13.0,0.0,0.0
ENSMUSG00000102051.1,99.0,0.0,0.0
ENSMUSG00000102055.1,1.0,0.0,0.0
ENSMUSG00000102059.1,6.0,0.0,0.0
ENSMUSG00000102062.1,1.0,0.0,0.0
ENSMUSG00000102070.1,136.0,0.0,0.0
ENSMUSG00000102093.1,1.0,0.0,0.0
ENSMUSG00000102095.1,2.0,0.0,0.0
ENSMUSG00000102097.1,34.0,0.0,0.0
ENSMUSG00000102101.1,53.0,0.0,0.0
ENSMUSG00000102112.1,1.0,0.0,0.0
ENSMUSG00000102137.1,1.0,0.0,0.0
ENSMUSG00000102143.1,2.0,0.0,0.0
ENSMUSG00000102145.1,1.0,0.0,0.0
ENSMUSG00000102158.1,5.0,0.0,0.0
ENSMUSG00000102169.1,1.0,0.0,0.0
ENSMUSG00000102191.1,4.0,0.0,0.0
ENSMUSG00000102207.1,1.0,0.0,0.0
ENSMUSG00000102224.5,26.0,0.0,0.0
ENSMUSG00000102234.1,1.0,0.0,0.0
ENSMUSG00000102241.1,1.0,0.0,0.0
ENSMUSG00000102252.5,106.0,0.0,0.0
ENSMUSG00000102254.1,3.0,0.0,0.0
ENSMUSG00000102263.1,1.0,0.0,0.0
