match_type,gene
symbol,Herc6
symbol,Herpud1
symbol,Herpud2
symbol,Hes1
symbol,Hes6
symbol,Hexa
symbol,Hexb
symbol,Hexdc
symbol,Hexim1
symbol,Hexim2
symbol,Hey1
symbol,Heyl
symbol,Hfe
symbol,Hgf
symbol,Hgh1
symbol,Hgs
symbol,Hgsnat
symbol,Hhat
symbol,Hhex
symbol,Hhip
symbol,Hhipl1
symbol,Hhla1
symbol,Hibadh
symbol,Hibch
symbol,Hic2
symbol,Hid1
symbol,Hif1a
symbol,Hif1an
symbol,Higd1a
symbol,Higd2a
symbol,Hikeshi
symbol,Hilpda
symbol,Hinfp
symbol,Hint1
symbol,Hint2
symbol,Hint3
symbol,Hip1
symbol,Hip1r
symbol,Hipk1
symbol,Hipk2
symbol,Hipk3
symbol,Hipk4
symbol,Hira
symbol,Hirip3
symbol,Hist1h1a
symbol,Hist1h1b
symbol,Hist1h1c
symbol,Hist1h1d
symbol,Hist1h1e
symbol,Hist1h2ab
symbol,Hist1h2ac
symbol,Hist1h2ad
symbol,Hist1h2ae
symbol,Hist1h2af
symbol,Hist1h2ag
symbol,Hist1h2bc
symbol,Hist1h2be
symbol,Hist1h2bg
symbol,Hist1h2bh
symbol,Hist1h2bj
symbol,Hist1h2bk
symbol,Hist1h2bp
symbol,Hist1h3b
symbol,Hist1h3c
symbol,Hist1h3e
symbol,Hist1h3f
symbol,Hist1h3g
symbol,Hist1h4c
symbol,Hist1h4d
symbol,Hist1h4h
symbol,Hist1h4i
symbol,Hist1h4j
symbol,Hist1h4n
symbol,Hist2h2ac
symbol,Hist2h2be
symbol,Hist2h3c2
symbol,Hist2h4
symbol,Hist3h2a
symbol,Hivep1
symbol,Hivep2
symbol,Hivep3
symbol,Hjurp
symbol,Hk1
symbol,Hk1os
symbol,Hk2
symbol,Hlcs
symbol,Hlf
symbol,Hltf
symbol,Hlx
symbol,Hmbox1
symbol,Hmbs
symbol,Hmces
symbol,Hmcn1
symbol,Hmcn2
symbol,Hmg20a
symbol,Hmg20b
symbol,Hmga1
symbol,Hmga1b
symbol,Hmga2
symbol,Hmgb1
symbol,Hmgb2
symbol,Hmgb3
symbol,Hmgcl
symbol,Hmgcll1
symbol,Hmgcr
symbol,Hmgcs1
symbol,Hmgn1
symbol,Hmgn2
symbol,Hmgn3
symbol,Hmgn5
symbol,Hmgxb3
symbol,Hmgxb4
symbol,Hmmr
symbol,Hmox1
symbol,Hmox2
symbol,Hnrnpa0
symbol,Hnrnpa1
symbol,Hnrnpa2b1
symbol,Hnrnpa3
symbol,Hnrnpab
symbol,Hnrnpc
symbol,Hnrnpd
symbol,Hnrnpdl
symbol,Hnrnpf
symbol,Hnrnph1
symbol,Hnrnph2
symbol,Hnrnph3
symbol,Hnrnpk
symbol,Hnrnpl
symbol,Hnrnpll
symbol,Hnrnpm
symbol,Hnrnpr
symbol,Hnrnpu
symbol,Hnrnpul1
symbol,Hnrnpul2
symbol,Hoga1
symbol,Homer1
symbol,Homer3
symbol,Homez
symbol,Hook2
symbol,Hook3
symbol,Hopx
symbol,Hormad2
symbol,Hotair
symbol,Hotairm1
symbol,Hoxa1
symbol,Hoxa10
symbol,Hoxa11
symbol,Hoxa11os
symbol,Hoxa13
symbol,Hoxa2
symbol,Hoxa3
symbol,Hoxa4
symbol,Hoxa5
symbol,Hoxa7
symbol,Hoxa9
symbol,Hoxaas2
symbol,Hoxaas3
symbol,Hoxc10
symbol,Hoxc11
symbol,Hoxc12
symbol,Hoxc13
symbol,Hoxc4
symbol,Hoxc5
symbol,Hoxc6
symbol,Hoxc8
symbol,Hoxc9
symbol,Hp1bp3
symbol,Hpcal1
symbol,Hpdl
symbol,Hpf1
symbol,Hpgds
symbol,Hprt
symbol,Hps1
symbol,Hps3
symbol,Hps4
symbol,Hps5
symbol,Hps6
symbol,Hpse
symbol,Hpse2
symbol,Hr
symbol,Hras
symbol,Hrc
symbol,Hrh1
symbol,Hs1bp3
symbol,Hs2st1
symbol,Hs3st1
symbol,Hs3st3a1
symbol,Hs3st3b1
symbol,Hs6st1
symbol,Hs6st2
symbol,Hsbp1
symbol,Hscb
symbol,Hsd11b1
symbol,Hsd11b2
symbol,Hsd17b10
symbol,Hsd17b11
symbol,Hsd17b12
symbol,Hsd17b14
symbol,Hsd17b4
symbol,Hsd17b7
symbol,Hsd3b7
symbol,Hsdl1
symbol,Hsdl2
symbol,Hsf1
symbol,Hsf2
symbol,Hsf2bp
symbol,Hsf4
symbol,Hsf5
symbol,Hsp90aa1
symbol,Hsp90ab1
symbol,Hsp90b1
symbol,Hspa12a
symbol,Hspa12b
symbol,Hspa13
symbol,Hspa14
symbol,Hspa1a
symbol,Hspa1b
symbol,Hspa1l
symbol,Hspa2
symbol,Hspa4
symbol,Hspa4l
symbol,Hspa5
symbol,Hspa8
symbol,Hspa9
symbol,Hspb1
symbol,Hspb11
symbol,Hspb2
symbol,Hspb6
symbol,Hspb8
symbol,Hspbap1
symbol,Hspbp1
symbol,Hspd1
symbol,Hspe1
symbol,Hspg2
symbol,Hsph1
symbol,Htatip2
symbol,Htatsf1
symbol,Htr1b
symbol,Htr1d
symbol,Htr2a
symbol,Htr2b
symbol,Htr7
symbol,Htra1
symbol,Htra2
symbol,Htra3
symbol,Htt
symbol,Hunk
symbol,Hus1
symbol,Huwe1
symbol,Hyal1
symbol,Hyal2
symbol,Hyal3
symbol,Hydin
symbol,Hyi
symbol,Hykk
symbol,Hyls1
symbol,Hyou1
symbol,Hypk
symbol,Iah1
symbol,Iars
symbol,Iars2
symbol,Iba57
symbol,Ibtk
symbol,Ica1
symbol,Ica1l
symbol,Icam5
symbol,Ice1
symbol,Ice2
symbol,Ick
symbol,Icmt
symbol,Id1
symbol,Id2
symbol,Id3
symbol,Id4
symbol,Ide
symbol,Idh1
symbol,Idh2
symbol,Idh3a
symbol,Idh3b
symbol,Idh3g
symbol,Idi1
symbol,Idnk
symbol,Ids
symbol,Idua
symbol,Ier2
symbol,Ier3
symbol,Ier3ip1
symbol,Ier5
symbol,Ier5l
symbol,Iffo1
symbol,Iffo2
symbol,Ifi202b
symbol,Ifi203
symbol,Ifi204
symbol,Ifi211
symbol,Ifi27
symbol,Ifi30
symbol,Ifi35
symbol,Ifih1
symbol,Ifit1
symbol,Ifit2
symbol,Ifitm1
symbol,Ifitm10
symbol,Ifitm2
symbol,Ifitm3
symbol,Ifnar1
symbol,Ifnar2
symbol,Ifngr1
symbol,Ifngr2
symbol,Ifnlr1
symbol,Ifrd1
symbol,Ifrd2
symbol,Ift122
symbol,Ift140
symbol,Ift172
symbol,Ift20
symbol,Ift22
symbol,Ift27
symbol,Ift43
symbol,Ift46
symbol,Ift52
symbol,Ift57
symbol,Ift74
symbol,Ift80
symbol,Ift81
symbol,Ift88
symbol,Igbp1
symbol,Igdcc4
symbol,Igf1
symbol,Igf1r
symbol,Igf2
symbol,Igf2bp1
symbol,Igf2bp2
symbol,Igf2bp3
symbol,Igf2r
symbol,Igfals
symbol,Igfbp2
symbol,Igfbp3
symbol,Igfbp4
symbol,Igfbp5
symbol,Igfbp6
symbol,Igfbp7
symbol,Igfn1
symbol,Ighmbp2
symbol,Igip
symbol,Igsf10
symbol,Igsf11
symbol,Igsf3
symbol,Igsf5
symbol,Igsf6
symbol,Igsf8
symbol,Igsf9
symbol,Igsf9b
symbol,Igtp
symbol,Ihh
symbol,Ik
symbol,Ikbip
symbol,Ikbkb
symbol,Ikbke
symbol,Ikbkg
symbol,Ikzf2
symbol,Ikzf5
symbol,Il10rb
symbol,Il11
symbol,Il11ra1
symbol,Il12a
symbol,Il12rb1
symbol,Il12rb2
symbol,Il13ra1
symbol,Il15
symbol,Il15ra
symbol,Il17d
symbol,Il17ra
symbol,Il17rc
symbol,Il17rd
symbol,Il18
symbol,Il18bp
symbol,Il18rap
symbol,Il1r1
symbol,Il1rap
symbol,Il1rapl1
symbol,Il1rapl2
symbol,Il1rl1
symbol,Il1rn
symbol,Il20rb
symbol,Il23r
symbol,Il27ra
symbol,Il2rg
symbol,Il31ra
symbol,Il33
symbol,Il34
symbol,Il3ra
symbol,Il4i1
symbol,Il4ra
symbol,Il6
symbol,Il6ra
symbol,Il6st
symbol,Il7
symbol,Ildr2
symbol,Ilf2
symbol,Ilf3
symbol,Ilk
symbol,Ilkap
symbol,Ilvbl
symbol,Immp1l
symbol,Immp2l
symbol,Immt
symbol,Imp3
symbol,Imp4
symbol,Impa1
symbol,Impa2
symbol,Impact
symbol,Impad1
symbol,Impdh1
symbol,Impdh2
symbol,Impg2
symbol,Inafm1
symbol,Inafm2
symbol,Inava
symbol,Inca1
symbol,Incenp
symbol,Inf2
symbol,Ing1
symbol,Ing2
symbol,Ing3
symbol,Ing4
symbol,Ing5
symbol,Inha
symbol,Inhba
symbol,Inhbb
symbol,Inip
symbol,Inka1
symbol,Inka2
symbol,Ino80
symbol,Ino80b
symbol,Ino80c
symbol,Ino80d
symbol,Ino80dos
symbol,Ino80e
symbol,Inpp1
symbol,Inpp4a
symbol,Inpp4b
symbol,Inpp5a
symbol,Inpp5b
symbol,Inpp5d
symbol,Inpp5e
symbol,Inpp5f
symbol,Inpp5k
symbol,Inppl1
symbol,Insc
symbol,Insig1
symbol,Insig2
symbol,Insl6
symbol,Insr
symbol,Insyn1
symbol,Ints1
symbol,Ints10
symbol,Ints11
symbol,Ints12
symbol,Ints13
symbol,Ints14
symbol,Ints2
symbol,Ints3
symbol,Ints4
symbol,Ints5
symbol,Ints6
symbol,Ints6l
symbol,Ints7
symbol,Ints8
symbol,Ints9
symbol,Intu
symbol,Invs
symbol,Ip6k1
symbol,Ip6k2
symbol,Ip6k3
symbol,Ipmk
symbol,Ipo11
symbol,Ipo13
symbol,Ipo4
symbol,Ipo5
symbol,Ipo7
symbol,Ipo8
symbol,Ipo9
symbol,Ipp
symbol,Ippk
symbol,Iqca
symbol,Iqcb1
symbol,Iqcc
symbol,Iqcd
symbol,Iqce
symbol,Iqcg
symbol,Iqck
symbol,Iqcm
symbol,Iqgap1
symbol,Iqgap2
symbol,Iqgap3
symbol,Iqsec1
symbol,Iqsec2
symbol,Iqsec3
symbol,Irak1
symbol,Irak1bp1
symbol,Irak2
symbol,Irak3
symbol,Irak4
symbol,Ireb2
symbol,Irf1
symbol,Irf2
symbol,Irf2bp1
symbol,Irf2bp2
symbol,Irf2bpl
symbol,Irf3
symbol,Irf5
symbol,Irf9
symbol,Irgc1
symbol,Irgm1
symbol,Irgm2
symbol,Irgq
symbol,Irs1
symbol,Irs2
symbol,Irx2
symbol,Irx3
symbol,Irx3os
symbol,Irx5
symbol,Isca1
symbol,Isca2
symbol,Iscu
symbol,Isg15
symbol,Isg20
symbol,Isg20l2
symbol,Isl2
symbol,Islr
symbol,Ism2
symbol,Isoc1
symbol,Isoc2a
symbol,Isoc2b
symbol,Ispd
symbol,Ist1
symbol,Isy1
symbol,Isyna1
symbol,Itch
symbol,Itfg1
symbol,Itfg2
symbol,Itga1
symbol,Itga10
symbol,Itga11
symbol,Itga2b
symbol,Itga3
symbol,Itga5
symbol,Itga6
symbol,Itga7
symbol,Itga9
symbol,Itgae
symbol,Itgal
symbol,Itgav
symbol,Itgb1
symbol,Itgb1bp1
symbol,Itgb1bp2
symbol,Itgb2
symbol,Itgb3
symbol,Itgb3bp
symbol,Itgb4
symbol,Itgb5
symbol,Itgb6
symbol,Itgb7
symbol,Itgb8
symbol,Itgbl1
symbol,Itm2a
symbol,Itm2b
symbol,Itm2c
symbol,Itpa
symbol,Itpk1
symbol,Itpkb
symbol,Itpkc
symbol,Itpr1
symbol,Itpr2
symbol,Itpr3
symbol,Itprid2
symbol,Itprip
symbol,Itpripl1
symbol,Itpripl2
symbol,Itsn1
symbol,Itsn2
symbol,Ivd
symbol,Ivns1abp
symbol,Iws1
symbol,Izumo4
symbol,Jade1
symbol,Jade2
symbol,Jade3
symbol,Jag1
symbol,Jag2
symbol,Jagn1
symbol,Jak1
symbol,Jak2
symbol,Jak3
symbol,Jakmip1
symbol,Jam2
symbol,Jam3
symbol,Jarid2
symbol,Jazf1
symbol,Jcad
symbol,Jdp2
symbol,Jkamp
symbol,Jmjd1c
symbol,Jmjd4
symbol,Jmjd6
symbol,Jmjd7
symbol,Jmjd8
symbol,Jmy
symbol,Josd1
symbol,Josd2
symbol,Jph1
symbol,Jph2
symbol,Jpt1
symbol,Jpt2
symbol,Jpx
symbol,Jrk
symbol,Jrkl
symbol,Jsrp1
symbol,Jtb
symbol,Jun
symbol,Junb
symbol,Jund
symbol,Junos
symbol,Jup
symbol,K230010J24Rik
symbol,Kalrn
symbol,Kank1
symbol,Kank2
symbol,Kank3
symbol,Kansl1
symbol,Kansl1l
symbol,Kansl2
symbol,Kansl3
symbol,Kantr
symbol,Kars
symbol,Kat14
symbol,Kat2a
symbol,Kat2b
symbol,Kat5
symbol,Kat6a
symbol,Kat6b
symbol,Kat7
symbol,Kat8
symbol,Katna1
symbol,Katnal1
symbol,Katnal2
symbol,Katnb1
symbol,Katnbl1
symbol,Kazald1
symbol,Kbtbd11
symbol,Kbtbd12
symbol,Kbtbd2
symbol,Kbtbd3
symbol,Kbtbd4
symbol,Kbtbd6
symbol,Kbtbd7
symbol,Kbtbd8
symbol,Kcmf1
symbol,Kcna4
symbol,Kcnab1
symbol,Kcnab2
symbol,Kcnab3
symbol,Kcnab3os
symbol,Kcnb1
symbol,Kcnb2
symbol,Kcnc1
symbol,Kcnc2
symbol,Kcnc3
symbol,Kcnd1
symbol,Kcnf1
symbol,Kcnh1
symbol,Kcnh2
symbol,Kcnh7
symbol,Kcnip2
symbol,Kcnip3
symbol,Kcnip4
symbol,Kcnj12
symbol,Kcnj2
symbol,Kcnk12
symbol,Kcnk13
symbol,Kcnk2
symbol,Kcnk4
symbol,Kcnk5
symbol,Kcnk6
symbol,Kcnk7
symbol,Kcnma1
symbol,Kcnmb4
symbol,Kcnn1
symbol,Kcnn3
symbol,Kcnn4
symbol,Kcnq1
symbol,Kcnq1ot1
symbol,Kcnq4
symbol,Kcnrg
symbol,Kcnt2
symbol,Kcp
symbol,Kctd1
symbol,Kctd10
symbol,Kctd11
symbol,Kctd12
symbol,Kctd12b
symbol,Kctd13
symbol,Kctd15
symbol,Kctd17
symbol,Kctd18
symbol,Kctd2
symbol,Kctd20
symbol,Kctd21
symbol,Kctd3
symbol,Kctd4
symbol,Kctd5
symbol,Kctd6
symbol,Kctd7
symbol,Kctd9
symbol,Kdelc1
symbol,Kdelc2
symbol,Kdelr1
symbol,Kdelr2
symbol,Kdelr3
symbol,Kdm1a
symbol,Kdm1b
symbol,Kdm2a
symbol,Kdm2b
symbol,Kdm3a
symbol,Kdm3b
symbol,Kdm4a
symbol,Kdm4b
symbol,Kdm4c
symbol,Kdm4d
symbol,Kdm5a
symbol,Kdm5b
symbol,Kdm5c
symbol,Kdm6a
symbol,Kdm6b
symbol,Kdm6bos
symbol,Kdm7a
symbol,Kdm8
symbol,Kdsr
symbol,Keap1
symbol,Khdc4
symbol,Khdrbs1
symbol,Khdrbs2
symbol,Khdrbs3
symbol,Khk
symbol,Khnyn
symbol,Khsrp
symbol,Kidins220
symbol,Kif11
symbol,Kif13a
symbol,Kif13b
symbol,Kif14
symbol,Kif15
symbol,Kif16b
symbol,Kif17
symbol,Kif18a
symbol,Kif18b
symbol,Kif19a
symbol,Kif1a
symbol,Kif1b
symbol,Kif1bp
symbol,Kif1c
symbol,Kif20a
symbol,Kif20b
symbol,Kif21a
symbol,Kif21b
symbol,Kif22
symbol,Kif23
symbol,Kif24
symbol,Kif26b
symbol,Kif27
symbol,Kif28
symbol,Kif2a
symbol,Kif2c
symbol,Kif3a
symbol,Kif3b
symbol,Kif3c
symbol,Kif4
symbol,Kif5a
symbol,Kif5b
symbol,Kif5c
symbol,Kif6
symbol,Kif7
symbol,Kif9
symbol,Kifap3
symbol,Kifc1
symbol,Kifc2
symbol,Kifc3
symbol,Kifc5b
symbol,Kin
symbol,Kirrel
symbol,Kirrel3
symbol,Kiss1r
symbol,Kitl
symbol,Kiz
symbol,Klc1
symbol,Klc2
symbol,Klc3
symbol,Klc4
symbol,Klf10
symbol,Klf11
symbol,Klf12
symbol,Klf13
symbol,Klf16
symbol,Klf2
symbol,Klf3
symbol,Klf4
symbol,Klf5
symbol,Klf6
symbol,Klf7
symbol,Klf8
symbol,Klf9
symbol,Klhdc1
symbol,Klhdc10
symbol,Klhdc2
symbol,Klhdc3
symbol,Klhdc4
symbol,Klhdc8a
symbol,Klhdc8b
symbol,Klhl1
symbol,Klhl10
symbol,Klhl11
symbol,Klhl12
symbol,Klhl13
symbol,Klhl15
symbol,Klhl18
symbol,Klhl2
symbol,Klhl20
symbol,Klhl21
symbol,Klhl22
symbol,Klhl23
symbol,Klhl24
symbol,Klhl25
symbol,Klhl26
symbol,Klhl28
symbol,Klhl29
symbol,Klhl3
symbol,Klhl30
symbol,Klhl31
symbol,Klhl32
symbol,Klhl33
symbol,Klhl36
symbol,Klhl40
symbol,Klhl41
symbol,Klhl42
symbol,Klhl5
symbol,Klhl6
symbol,Klhl7
symbol,Klhl8
symbol,Klhl9
symbol,Klk10
symbol,Klk1b22
symbol,Klk8
symbol,Klk9
symbol,Klra2
symbol,Klrg2
symbol,Kmo
symbol,Kmt2a
symbol,Kmt2b
symbol,Kmt2c
symbol,Kmt2d
symbol,Kmt2e
symbol,Kmt5a
symbol,Kmt5b
symbol,Kmt5c
symbol,Knl1
symbol,Knop1
symbol,Knstrn
symbol,Kntc1
symbol,Kpna1
symbol,Kpna2
symbol,Kpna3
symbol,Kpna4
symbol,Kpna6
symbol,Kpna7
symbol,Kpnb1
symbol,Kptn
symbol,Kras
symbol,Krba1
symbol,Krcc1
symbol,Kremen1
symbol,Kri1
symbol,Krit1
symbol,Krr1
symbol,Krt10
symbol,Krt13
symbol,Krt14
symbol,Krt19
symbol,Krt80
symbol,Krtcap2
symbol,Krtcap3
symbol,Ksr1
symbol,Ksr2
symbol,Kti12
symbol,Ktn1
symbol,Kxd1
symbol,Kyat1
symbol,Kyat3
symbol,L1cam
symbol,L2hgdh
symbol,L3hypdh
symbol,L3mbtl2
symbol,L3mbtl3
symbol,LTO1
symbol,Lacc1
symbol,Lactb
symbol,Lactb2
symbol,Lad1
symbol,Lag3
symbol,Lage3
symbol,Lama2
symbol,Lama5
symbol,Lamb1
symbol,Lamb2
symbol,Lamb3
symbol,Lamc1
symbol,Lamc2
symbol,Lamc3
symbol,Lamp1
symbol,Lamp2
symbol,Lamtor1
symbol,Lamtor2
symbol,Lamtor3
symbol,Lamtor4
symbol,Lamtor5
symbol,Lancl1
symbol,Lancl2
symbol,Lancl3
symbol,Lap3
symbol,Laptm4a
symbol,Laptm4b
symbol,Large1
symbol,Large2
symbol,Larp1
symbol,Larp1b
symbol,Larp4
symbol,Larp4b
symbol,Larp6
symbol,Larp7
symbol,Lars
symbol,Lars2
symbol,Las1l
symbol,Lasp1
symbol,Lat2
symbol,Lats1
symbol,Lats2
symbol,Layn
symbol,Lbh
symbol,Lbhd1
symbol,Lbr
symbol,Lca5
symbol,Lca5l
symbol,Lcat
symbol,Lce1g
symbol,Lck
symbol,Lclat1
symbol,Lcmt1
symbol,Lcmt2
symbol,Lcor
symbol,Lcorl
symbol,Lctl
symbol,Ldah
symbol,Ldb1
symbol,Ldb3
symbol,Ldha
symbol,Ldhb
symbol,Ldhd
symbol,Ldlr
symbol,Ldlrad2
symbol,Ldlrad3
symbol,Ldlrad4
symbol,Ldlrap1
symbol,Lef1
symbol,Lekr1
symbol,Lemd2
symbol,Lemd3
symbol,Leng1
symbol,Leng8
symbol,Leng9
symbol,Leo1
symbol,Lepr
symbol,Leprot
symbol,Leprotl1
symbol,Letm1
symbol,Letm2
symbol,Letmd1
symbol,Lfng
symbol,Lgals1
symbol,Lgals2
symbol,Lgals3
symbol,Lgals3bp
symbol,Lgals4
symbol,Lgals8
symbol,Lgals9
symbol,Lgalsl
symbol,Lgmn
symbol,Lgr4
symbol,Lgr5
symbol,Lgr6
symbol,Lhfp
symbol,Lhfpl2
symbol,Lhfpl3
symbol,Lhfpl5
symbol,Lhpp
symbol,Lhx2
symbol,Lhx6
symbol,Lhx9
symbol,Lias
symbol,Lif
symbol,Lifr
symbol,Lig1
symbol,Lig3
symbol,Lig4
symbol,Lima1
symbol,Limch1
symbol,Limd1
symbol,Limd2
symbol,Lime1
symbol,Limk1
symbol,Limk2
symbol,Lims1
symbol,Lims2
symbol,Lin28b
symbol,Lin37
symbol,Lin52
symbol,Lin54
symbol,Lin7a
symbol,Lin7c
symbol,Lin9
symbol,Lingo1
symbol,Lingo2
symbol,Lins1
symbol,Lipa
symbol,Lipc
symbol,Lipe
symbol,Lipg
symbol,Lipt1
symbol,Lipt2
symbol,Litaf
symbol,Lix1
symbol,Lix1l
symbol,Llgl1
symbol,Llgl2
symbol,Llph
symbol,Lman1
symbol,Lman1l
symbol,Lman2
symbol,Lman2l
symbol,Lmbr1
symbol,Lmbr1l
symbol,Lmbrd1
symbol,Lmbrd2
symbol,Lmcd1
symbol,Lmf1
symbol,Lmf2
symbol,Lmln
symbol,Lmna
symbol,Lmnb1
symbol,Lmnb2
symbol,Lmntd1
symbol,Lmo1
symbol,Lmo4
symbol,Lmo7
symbol,Lmod1
symbol,Lmod2
symbol,Lmod3
symbol,Lmtk2
symbol,Lncenc1
symbol,Lncpint
symbol,Lncppara
symbol,Lnpep
symbol,Lnpk
symbol,Lnx2
symbol,Lockd
symbol,Lonp1
symbol,Lonp2
symbol,Lonrf1
symbol,Lonrf3
symbol,Lor
symbol,Lox
symbol,Loxhd1
symbol,Loxl1
symbol,Loxl2
symbol,Loxl3
symbol,Loxl4
symbol,Lpar1
symbol,Lpar2
symbol,Lpar3
symbol,Lpar4
symbol,Lpar6
symbol,Lpcat1
symbol,Lpcat2
symbol,Lpcat3
symbol,Lpcat4
symbol,Lpgat1
symbol,Lpin1
symbol,Lpin2
symbol,Lpin3
symbol,Lpl
symbol,Lpp
symbol,Lppos
symbol,Lpxn
symbol,Lrba
symbol,Lrch1
symbol,Lrch2
symbol,Lrch3
symbol,Lrch4
symbol,Lrfn3
symbol,Lrfn4
symbol,Lrguk
symbol,Lrif1
symbol,Lrig1
symbol,Lrig2
symbol,Lrig3
symbol,Lrmda
symbol,Lrmp
symbol,Lrp1
symbol,Lrp10
symbol,Lrp11
symbol,Lrp12
symbol,Lrp1b
symbol,Lrp2
symbol,Lrp2bp
symbol,Lrp4
symbol,Lrp5
symbol,Lrp6
symbol,Lrp8
symbol,Lrp8os2
symbol,Lrpap1
symbol,Lrpprc
symbol,Lrr1
symbol,Lrrc1
symbol,Lrrc10b
symbol,Lrrc14
symbol,Lrrc14b
symbol,Lrrc15
symbol,Lrrc17
symbol,Lrrc19
symbol,Lrrc20
symbol,Lrrc24
symbol,Lrrc27
symbol,Lrrc28
symbol,Lrrc29
symbol,Lrrc39
symbol,Lrrc4
symbol,Lrrc40
symbol,Lrrc41
symbol,Lrrc42
symbol,Lrrc45
symbol,Lrrc46
symbol,Lrrc47
symbol,Lrrc49
symbol,Lrrc4c
symbol,Lrrc51
symbol,Lrrc56
symbol,Lrrc57
symbol,Lrrc58
symbol,Lrrc59
symbol,Lrrc61
symbol,Lrrc66
symbol,Lrrc7
symbol,Lrrc73
symbol,Lrrc75a
symbol,Lrrc75aos1
symbol,Lrrc75b
symbol,Lrrc8a
symbol,Lrrc8b
symbol,Lrrc8c
symbol,Lrrc8d
symbol,Lrrc8e
symbol,Lrrcc1
symbol,Lrrd1
symbol,Lrrfip1
symbol,Lrrfip2
symbol,Lrriq3
symbol,Lrrk1
symbol,Lrrk2
symbol,Lrrn1
symbol,Lrrn2
symbol,Lrrn3
symbol,Lrrn4cl
symbol,Lrrtm2
symbol,Lrrtm4
symbol,Lrsam1
symbol,Lrwd1
symbol,Lsamp
symbol,Lsg1
symbol,Lsm1
symbol,Lsm10
symbol,Lsm11
symbol,Lsm12
symbol,Lsm14a
symbol,Lsm14b
symbol,Lsm2
symbol,Lsm3
symbol,Lsm4
symbol,Lsm5
symbol,Lsm6
symbol,Lsm7
symbol,Lsm8
symbol,Lsmem1
symbol,Lsmem2
symbol,Lsp1
symbol,Lss
symbol,Lst1
symbol,Lta4h
symbol,Ltbp1
symbol,Ltbp2
symbol,Ltbp3
symbol,Ltbp4
symbol,Ltbr
symbol,Ltc4s
symbol,Ltn1
symbol,Ltv1
symbol,Luc7l
symbol,Luc7l2
symbol,Luc7l3
symbol,Lurap1
symbol,Lurap1l
symbol,Luzp1
symbol,Luzp4
symbol,Lvrn
symbol,Lxn
symbol,Ly6a
symbol,Ly6c1
symbol,Ly6e
symbol,Ly75
symbol,Ly96
symbol,Lyar
symbol,Lyn
symbol,Lynx1
symbol,Lypd1
symbol,Lypd6
symbol,Lypd6b
symbol,Lypla1
symbol,Lypla2
symbol,Lyplal1
symbol,Lyrm1
symbol,Lyrm2
symbol,Lyrm4
symbol,Lyrm7
symbol,Lyrm9
symbol,Lysmd1
symbol,Lysmd2
symbol,Lysmd3
symbol,Lysmd4
symbol,Lyst
symbol,Lzic
symbol,Lztfl1
symbol,Lztr1
symbol,Lzts1
symbol,Lzts2
symbol,Lzts3
symbol,M1ap
symbol,M6pr
symbol,Maats1
symbol,Mab21l3
symbol,Macc1
symbol,Macf1
symbol,Maco1
symbol,Macrod1
symbol,Macrod2
symbol,Mad1l1
symbol,Mad2l1
symbol,Mad2l1bp
symbol,Mad2l2
symbol,Madd
symbol,Maea
symbol,Maf
symbol,Maf1
symbol,Mafa
symbol,Maff
symbol,Mafg
symbol,Mafk
symbol,Magea8
symbol,Mageb18
symbol,Maged1
symbol,Maged2
symbol,Magee1
symbol,Magef1
symbol,Magi1
symbol,Magi2
symbol,Magi3
symbol,Magoh
symbol,Magohb
symbol,Magt1
symbol,Maip1
symbol,Mak16
symbol,Malat1
symbol,Malrd1
symbol,Malsu1
symbol,Malt1
symbol,Mamdc2
symbol,Mamdc4
symbol,Maml1
symbol,Maml2
symbol,Maml3
symbol,Man1a
symbol,Man1a2
symbol,Man1b1
symbol,Man1c1
symbol,Man2a1
symbol,Man2a2
symbol,Man2b1
symbol,Man2b2
symbol,Man2c1
symbol,Man2c1os
symbol,Manba
symbol,Manbal
symbol,Manea
symbol,Manf
symbol,Maoa
symbol,Maob
symbol,Map1a
symbol,Map1b
symbol,Map1lc3a
symbol,Map1lc3b
symbol,Map1s
symbol,Map2
symbol,Map2k1
symbol,Map2k2
symbol,Map2k3
symbol,Map2k3os
symbol,Map2k4
symbol,Map2k5
symbol,Map2k6
symbol,Map2k7
symbol,Map3k1
symbol,Map3k10
symbol,Map3k11
symbol,Map3k12
symbol,Map3k13
symbol,Map3k14
symbol,Map3k15
symbol,Map3k19
symbol,Map3k2
symbol,Map3k20
symbol,Map3k3
symbol,Map3k4
symbol,Map3k5
symbol,Map3k6
symbol,Map3k7
symbol,Map3k8
symbol,Map3k9
symbol,Map4
symbol,Map4k1
symbol,Map4k2
symbol,Map4k3
symbol,Map4k4
symbol,Map4k5
symbol,Map6
symbol,Map6d1
symbol,Map7d1
symbol,Map7d3
symbol,Map9
symbol,Mapk1
symbol,Mapk10
symbol,Mapk11
symbol,Mapk12
symbol,Mapk14
symbol,Mapk15
symbol,Mapk1ip1
symbol,Mapk1ip1l
symbol,Mapk3
symbol,Mapk4
symbol,Mapk6
symbol,Mapk7
symbol,Mapk8
symbol,Mapk8ip1
symbol,Mapk8ip3
symbol,Mapk9
symbol,Mapkap1
symbol,Mapkapk2
symbol,Mapkapk3
symbol,Mapkapk5
symbol,Mapkbp1
symbol,Mapre1
symbol,Mapre2
symbol,Mapre3
symbol,Mapt
symbol,Marc2
symbol,March11
symbol,March2
